"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Jul. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","72 216 433"
"Aug. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","67 298 389"
"Sep. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","68 104 672"
"Oct. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","73 163 999"
"Nov. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","102 311 615"
"Dec. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","78 938 214"
"Jan.-Dec. 2020","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","821 823 850"
"Jan. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","67 626 531"
"Feb. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","80 954 603"
"Mar. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","86 848 256"
"Apr. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","81 201 197"
"May. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","79 288 063"
"Jun. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","98 520 436"
"Jul. 2021","France (incl. Saint Barthélemy 'BL' -> 2012; incl. French Guiana 'GF', Guadeloupe 'GP', Martinique 'MQ', Réunion 'RE' from 1997; incl. Mayotte 'YT' from 2014)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","91 646 706"
"Jan. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","8 420"
"Feb. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","168 366"
"Mar. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","583 528"
"Apr. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","235 273"
"May. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","165 406"
"Jun. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","14 584"
"Jul. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","618 484"
"Aug. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","139 060"
"Sep. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","128 942"
"Oct. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","145 991"
"Nov. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","330 896"
"Dec. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","589 909"
"Jan.-Dec. 2020","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 128 859"
"Jan. 2021","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","159 586"
"Feb. 2021","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","830 222"
"Mar. 2021","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","459 928"
"Apr. 2021","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","211 029"
"May. 2021","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","98 063"
"Jun. 2021","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","41 201"
"Jul. 2021","Croatia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","175 479"
"Jan. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","75 643 476"
"Feb. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","105 581 277"
"Mar. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","88 812 700"
"Apr. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","57 270 570"
"May. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","61 747 130"
"Jun. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","87 507 528"
"Jul. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","120 500 783"
"Aug. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","78 232 407"
"Sep. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","85 422 787"
"Oct. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","102 623 276"
"Nov. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","88 933 963"
"Dec. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","101 567 917"
"Jan.-Dec. 2020","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 053 843 814"
"Jan. 2021","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","97 370 830"
"Feb. 2021","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","90 231 285"
"Mar. 2021","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","104 181 512"
"Apr. 2021","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","123 458 668"
"May. 2021","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","159 158 471"
"Jun. 2021","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","133 684 299"
"Jul. 2021","Italy (incl. San Marino 'SM' -> 1993)","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","184 956 579"
"Jan. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","81 755"
"Feb. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","214 890"
"Mar. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","157 261"
"Apr. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","90 758"
"May. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","70 691"
"Jun. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","200 588"
"Jul. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","209 982"
"Aug. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","54 208"
"Sep. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","344 010"
"Oct. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","56 194"
"Nov. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","31 470"
"Dec. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","291 098"
"Jan.-Dec. 2020","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 802 905"
"Jan. 2021","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","134 334"
"Feb. 2021","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","80 560"
"Mar. 2021","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","118 753"
"Apr. 2021","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","252 430"
"May. 2021","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","136 557"
"Jun. 2021","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","215 119"
"Jul. 2021","Cyprus","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","380 885"
"Jan. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","11 386 014"
"Feb. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 151 874"
"Mar. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 883 337"
"Apr. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 087 630"
"May. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 258 075"
"Jun. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 812 736"
"Jul. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","998 616"
"Aug. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 266 257"
"Sep. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","9 339 876"
"Oct. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 837 852"
"Nov. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","514 613"
"Dec. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","652 105"
"Jan.-Dec. 2020","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","36 188 985"
"Jan. 2021","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","11 843 628"
"Feb. 2021","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 102 522"
"Mar. 2021","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 457 783"
"Apr. 2021","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 781 508"
"May. 2021","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","13 701 911"
"Jun. 2021","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 036 902"
"Jul. 2021","Latvia","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","952 860"
"Jan. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 112 380"
"Feb. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 056 890"
"Mar. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 587 286"
"Apr. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 040 071"
"May. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 378 538"
"Jun. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 737 767"
"Jul. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 455 106"
"Aug. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","11 988 393"
"Sep. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","19 218 440"
"Oct. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 934 321"
"Nov. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 965 798"
"Dec. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 005 642"
"Jan.-Dec. 2020","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","57 480 632"
"Jan. 2021","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","13 646 687"
"Feb. 2021","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 073 008"
"Mar. 2021","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","14 594 333"
"Apr. 2021","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 050 310"
"May. 2021","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 894 648"
"Jun. 2021","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 964 977"
"Jul. 2021","Lithuania","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 978 518"
"Jan. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 937 771"
"Feb. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 785 846"
"Mar. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 721 008"
"Apr. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","671 099"
"May. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","820 259"
"Jun. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 822 710"
"Jul. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 434 911"
"Aug. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 213 517"
"Sep. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 683 513"
"Oct. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 432 982"
"Nov. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 095 217"
"Dec. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 457 764"
"Jan.-Dec. 2020","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","18 076 597"
"Jan. 2021","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 754 428"
"Feb. 2021","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 233 062"
"Mar. 2021","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 878 401"
"Apr. 2021","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 556 591"
"May. 2021","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 436 457"
"Jun. 2021","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 051 609"
"Jul. 2021","Luxembourg","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 485 208"
"Jan. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 450 054"
"Feb. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 452 679"
"Mar. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 117 380"
"Apr. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 738 334"
"May. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 989 687"
"Jun. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 762 690"
"Jul. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 278 454"
"Aug. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 297 799"
"Sep. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 232 623"
"Oct. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 658 923"
"Nov. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 712 710"
"Dec. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 163 458"
"Jan.-Dec. 2020","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","50 854 791"
"Jan. 2021","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 757 314"
"Feb. 2021","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 432 402"
"Mar. 2021","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 743 159"
"Apr. 2021","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 861 860"
"May. 2021","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 812 222"
"Jun. 2021","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 874 435"
"Jul. 2021","Hungary","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 940 751"
"Jan. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","753 127"
"Feb. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 927"
"Mar. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","315 851"
"Apr. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","69 701"
"May. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 811"
"Jun. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","211 940"
"Jul. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","647 677"
"Aug. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","108 827"
"Sep. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","115 385"
"Oct. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 248"
"Nov. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","234 498"
"Dec. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","102 924"
"Jan.-Dec. 2020","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 570 916"
"Jan. 2021","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","260 516"
"Feb. 2021","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","170 317"
"Mar. 2021","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","114 293"
"Apr. 2021","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","124 869"
"May. 2021","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","129 858"
"Jun. 2021","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","12 450"
"Jul. 2021","Malta","South Africa (incl. Namibia 'NA' -> 1989)","Total","EXPORT","Sea","VALUE_IN_EUROS","144 474"
