"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Jun. 2021","Czechia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 798 141"
"Jul. 2021","Czechia","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","2 537 233"
"Jan. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","10 103 039"
"Feb. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","10 842 339"
"Mar. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","15 382 353"
"Apr. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","22 812 916"
"May. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","20 427 752"
"Jun. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","23 578 315"
"Jul. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","13 787 070"
"Aug. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","25 557 754"
"Sep. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","18 287 106"
"Oct. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","17 741 076"
"Nov. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","9 101 872"
"Dec. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","9 081 100"
"Jan.-Dec. 2020","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","196 702 692"
"Jan. 2021","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","11 950 355"
"Feb. 2021","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","12 064 283"
"Mar. 2021","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","37 806 849"
"Apr. 2021","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","12 137 678"
"May. 2021","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","35 222 439"
"Jun. 2021","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","22 725 679"
"Jul. 2021","Denmark","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","11 752 840"
"Jan. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","244 392 707"
"Feb. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","325 425 043"
"Mar. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","316 200 167"
"Apr. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","264 020 362"
"May. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","185 726 771"
"Jun. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","368 430 065"
"Jul. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","Russian Federation (Russia)","Total","EXPORT","Sea","VALUE_IN_EUROS","356 303 582"
