"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Oct. 2020","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","25 981 096"
"Nov. 2020","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","27 514 741"
"Dec. 2020","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","27 602 584"
"Jan.-Dec. 2020","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","314 981 609"
"Jan. 2021","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","28 456 094"
"Feb. 2021","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","37 490 516"
"Mar. 2021","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","37 561 968"
"Apr. 2021","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","30 314 630"
"May. 2021","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","27 026 252"
"Jun. 2021","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","40 892 224"
"Jul. 2021","Bulgaria","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","26 544 463"
"Jan. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","141 191 444"
"Feb. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","157 170 785"
"Mar. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","154 780 823"
"Apr. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","116 379 821"
"May. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","104 854 990"
"Jun. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","140 686 174"
"Jul. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","163 247 405"
"Aug. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","155 818 091"
"Sep. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","146 994 769"
"Oct. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","162 430 998"
"Nov. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","162 835 688"
"Dec. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","160 163 815"
"Jan.-Dec. 2020","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","1 766 554 803"
"Jan. 2021","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","134 731 681"
"Feb. 2021","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","140 316 182"
"Mar. 2021","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","160 118 512"
"Apr. 2021","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","153 451 083"
"May. 2021","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","155 730 540"
"Jun. 2021","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","176 701 165"
"Jul. 2021","Czechia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","158 721 110"
"Jan. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","552 900 687"
"Feb. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","669 994 330"
"Mar. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","589 869 304"
"Apr. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","527 997 125"
"May. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","577 592 213"
"Jun. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","663 800 791"
"Jul. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","682 429 711"
"Aug. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","230 463 536"
"Sep. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","672 700 863"
"Oct. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","255 437 353"
"Nov. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","559 688 780"
"Dec. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","526 514 698"
"Jan.-Dec. 2020","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 509 389 391"
"Jan. 2021","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","287 078 632"
"Feb. 2021","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","392 653 609"
"Mar. 2021","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","328 181 438"
"Apr. 2021","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","467 889 483"
"May. 2021","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","572 114 439"
"Jun. 2021","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","691 824 571"
"Jul. 2021","Denmark","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","537 278 087"
"Jan. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 560 953 876"
"Feb. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 875 893 295"
"Mar. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 054 686 318"
"Apr. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 707 075 453"
"May. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","3 870 959 408"
"Jun. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 524 410 255"
"Jul. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 763 491 992"
"Aug. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 892 545 962"
"Sep. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 141 867 343"
"Oct. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 343 102 483"
"Nov. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 140 036 145"
"Dec. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 830 640 019"
"Jan.-Dec. 2020","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","64 705 662 549"
"Jan. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","4 949 453 409"
"Feb. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 386 372 066"
"Mar. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","7 114 667 635"
"Apr. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 236 310 267"
"May. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","5 556 021 292"
"Jun. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 085 461 291"
"Jul. 2021","Germany (incl. German Democratic Republic 'DD' from 1991)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","6 773 031 211"
"Jan. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","35 621 955"
"Feb. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","29 893 023"
"Mar. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","41 540 534"
"Apr. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","42 533 809"
"May. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","30 734 593"
"Jun. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","20 653 362"
"Jul. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","36 405 701"
"Aug. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","36 178 315"
"Sep. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","44 141 943"
"Oct. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","50 594 041"
"Nov. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","53 714 917"
"Dec. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","95 661 389"
"Jan.-Dec. 2020","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","517 673 582"
"Jan. 2021","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","58 970 282"
"Feb. 2021","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","52 701 005"
"Mar. 2021","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","55 146 410"
"Apr. 2021","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","99 865 315"
"May. 2021","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","54 650 075"
"Jun. 2021","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","46 390 550"
"Jul. 2021","Estonia","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","41 982 536"
"Jan. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","392 907 686"
"Feb. 2020","Ireland (Eire)","United States (incl. Navassa Island (part of 'UM') from 1995 -> 2000)","Total","EXPORT","Sea","VALUE_IN_EUROS","364 845 457"
