"PERIOD","REPORTER","PARTNER","PRODUCT","FLOW","TRANSPORT_MODE","INDICATORS","Value"
"Jan.-Dec. 2020","Bulgaria","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","22 012 555"
"Jan. 2021","Bulgaria","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","593 486"
"Feb. 2021","Bulgaria","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","954 014"
"Mar. 2021","Bulgaria","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","2 598 319"
"Apr. 2021","Bulgaria","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","3 840 931"
"May. 2021","Bulgaria","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","2 932 028"
"Jun. 2021","Bulgaria","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","13 656 066"
"Jul. 2021","Bulgaria","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","1 482 065"
"Jan. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","72 272"
"Feb. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","61 786"
"Mar. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","15 999"
"Apr. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS",":"
"May. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS",":"
"Jun. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS",":"
"Jul. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","54 405"
"Aug. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","74 061"
"Sep. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS",":"
"Oct. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","59 370"
"Nov. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","46 010"
"Dec. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","48 581"
"Jan.-Dec. 2020","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","432 484"
"Jan. 2021","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","77 768"
"Feb. 2021","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","18 654"
"Mar. 2021","Czechia","South Africa (incl. Namibia 'NA' -> 1989)","Total","IMPORT","Sea","VALUE_IN_EUROS","108 608"
